abundance	exp_mass	formula	class	group	C	H	O	N	S	P	Cl	neutral_mass	theor_mass	err_ppm	AE_ppm	NM	KM	KMD	DBE	O_C	H_C	DBEO	max_LA	actual_LA	rule_13	max_H	H_test	normalization		round_norm
4115232	255.0558339	C10H18O3Cl2	O3Cl2	CHOCl	10	18	3	0	0	0	2	256.0631103	255.056024	-0.742519224	0.742519224	255	254.7710362	0.228963765	1	0.3	1.8	-2	19.69717696	15	0.761530448	22	0.818181818	7.14048E-05	1.273495125	1
4427566	255.0661758	C15H12O4	O4	CHO	15	12	4	0	0	0	0	256.0734523	255.0662824	-0.416199844	0.416199844	255	254.7813667	0.218633328	10	0.266666667	0.8	6	19.69796607	19	0.964566592	32	0.375	7.68242E-05	1.370149657	1
7286576	255.0674938	C9H18N2O2Cl2	N2O2Cl2	CHNOCl	9	18	2	2	0	0	2	256.0747703	255.0672574	0.923397299	0.923397299	255	254.7826832	0.217316802	1	0.222222222	2	-1	19.69804106	15	0.761497042	20	0.9	0.000126432	2.254895717	2
7958370	255.1062068	C13H20O3S	O3S	CHOS	13	20	3	0	1	0	0	256.1134832	255.1060388	0.655963584	0.655963584	255	254.8213529	0.178647086	4	0.230769231	1.538461538	1	19.70102425	17	0.862899298	28	0.714285714	0.000138088	2.462788342	2
5451643	255.1249718	C14H16N4O	N4O	CHNO	14	16	1	4	0	0	0	256.1322482	255.1251347	-0.636208789	0.636208789	255	254.8400969	0.159903066	9	0.071428571	1.142857143	8	19.70249317	19	0.964344961	30	0.533333333	9.45933E-05	1.687059389	2
10582606	257.1759388	C14H26O4	O4	CHO	14	26	4	0	0	0	0	258.1832152	257.1758329	0.410195764	0.410195764	257	256.8887738	0.111226179	2	0.285714286	1.857142857	-2	19.86023918	18	0.906333496	30	0.866666667	0.000183622	3.2748815	3
4269405	259.1563299	C14H20N4O	N4O	CHNO	14	20	1	4	0	0	0	260.1636063	259.1564348	-0.40338998	0.40338998	259	258.8669536	0.133046383	7	0.071428571	1.428571429	6	20.01259318	19	0.949402201	30	0.666666667	7.40799E-05	1.32120533	1
5653904	259.1916248	C14H28O4	O4	CHO	14	28	4	0	0	0	0	260.1989013	259.1914829	0.545385657	0.545385657	259	258.9022092	0.097790845	1	0.285714286	2	-3	20.01528918	18	0.899312512	30	0.933333333	9.81028E-05	1.749650853	2
4706446	261.0589561	C14H14O3S	O3S	CHOS	14	14	3	0	1	0	0	262.0662326	261.0590886	-0.505481324	0.505481324	261	260.7674554	0.232544641	8	0.214285714	1	5	20.15895116	18	0.892903597	30	0.466666667	8.16631E-05	1.456451553	1
3911854	261.0800301	C14H15N2OCl	N2OCl	CHNOCl	14	15	1	2	0	0	1	262.0873065	261.0800147	0.058864537	0.058864537	261	260.7885058	0.211494203	8	0.071428571	1.071428571	7	20.16056086	18	0.892832304	30	0.5	6.78759E-05	1.210557995	1
6443266	261.134592	C12H22O6	O6	CHO	12	22	6	0	0	0	0	262.1418685	261.134362	0.877495282	0.877495282	261	260.8430068	0.156993207	2	0.5	1.833333333	-4	20.16474142	18	0.892647202	26	0.846153846	0.000111799	1.993925941	2
4755794	261.1859709	C17H26O2	O2	CHO	17	26	2	0	0	0	0	262.1932474	261.1860036	-0.124659622	0.124659622	261	260.8943283	0.105671652	5	0.117647059	1.529411765	3	20.16871385	19	0.942053129	36	0.722222222	8.25194E-05	1.47172273	1
7565706	261.2222549	C18H30O	O	CHO	18	30	1	0	0	0	0	262.2295313	261.2223891	-0.51192941	0.51192941	261	260.9305718	0.069428219	4	0.055555556	1.666666667	3	20.17151274	19	0.941922415	38	0.789473684	0.000131275	2.341274977	2
6241545	263.0749492	C14H16O3S	O3S	CHOS	14	16	3	0	1	0	0	264.0822256	263.0747387	0.797225387	0.797225387	263	262.7811973	0.21880265	7	0.214285714	1.142857143	4	20.31400116	18	0.886088361	30	0.533333333	0.000108299	1.931501584	2
4734245	263.0926562	C14H16O5	O5	CHO	14	16	5	0	0	0	0	264.0999326	263.0924972	0.602017148	0.602017148	263	262.7988846	0.201115448	7	0.357142857	1.142857143	2	20.3153672	19	0.9352526	30	0.533333333	8.21455E-05	1.4650542	1
4103519	263.1279621	C10H21N4O2Cl	N4O2Cl	CHNOCl	10	21	2	4	0	0	1	264.1352386	263.1280275	-0.247528074	0.247528074	263	262.8341511	0.165848922	2	0.2	2.1	0	20.3181003	17	0.836692395	22	0.954545455	7.12015E-05	1.269870433	1
16141665	263.1290781	C15H20O4	O4	CHO	15	20	4	0	0	0	0	264.1363546	263.1288827	0.739899623	0.739899623	263	262.8352658	0.16473417	6	0.266666667	1.333333333	2	20.31816609	19	0.935123767	32	0.625	0.000280079	4.995181725	5
4857192	263.1334061	C12H26O2P2	O2P2	CHOP	12	26	2	0	0	2	0	264.1406826	263.1335266	-0.456191403	0.456191403	263	262.839589	0.160411009	1	0.166666667	2.166666667	-1	20.31852331	16	0.787458801	26	1	8.42788E-05	1.503101242	2
13057436	263.1655131	C16H24O3	O3	CHO	16	24	3	0	0	0	0	264.1727895	263.1652682	0.926954179	0.926954179	263	262.8716601	0.128339906	5	0.1875	1.5	2	20.32096497	19	0.934994968	34	0.705882353	0.000226564	4.040739644	4
5086679	263.201715	C17H28O2	O2	CHO	17	28	2	0	0	0	0	264.2089915	263.2016537	0.232081776	0.232081776	263	262.9078216	0.092178383	4	0.117647059	1.647058824	2	20.32376386	19	0.934866206	36	0.777777778	8.82607E-05	1.574118034	2
4127243	265.0719393	C13H14O6	O6	CHO	13	14	6	0	0	0	0	266.0792157	265.0717617	0.667297695	0.667297695	265	264.7759576	0.224042413	7	0.461538462	1.076923077	1	20.46761832	19	0.928295599	28	0.5	7.16132E-05	1.277212035	1
3902030	265.1111772	C14H19N2OCl	N2OCl	CHNOCl	14	19	1	2	0	0	1	266.1184537	265.1113148	-0.516934649	0.516934649	265	264.8151517	0.184848284	6	0.071428571	1.357142857	5	20.47066086	18	0.879307225	30	0.633333333	6.77054E-05	1.20751787	1
4459136	265.1406922	C10H22N2O6	N2O6	CHNO	10	22	6	2	0	0	0	266.1479686	265.14051	0.684521482	0.684521482	265	264.8446337	0.155366283	1	0.6	2.2	-5	20.47290665	18	0.879210769	22	1	7.7372E-05	1.379919275	1
14510789	265.1810371	C16H26O3	O3	CHO	16	26	3	0	0	0	0	266.1883136	265.1809182	0.446598849	0.446598849	265	264.8849336	0.115066392	4	0.1875	1.625	1	20.47601498	19	0.92791493	34	0.764705882	0.000251782	4.490492649	4
4819716	265.2175451	C17H30O2	O2	CHO	17	30	2	0	0	0	0	266.2248215	265.2173037	0.906455561	0.906455561	265	264.9214008	0.07859921	3	0.117647059	1.764705882	1	20.47881386	19	0.92778811	36	0.833333333	8.36285E-05	1.491503961	1
4798415	267.0875983	C13H16O6	O6	CHO	13	16	6	0	0	0	0	268.0948748	267.0874118	0.695862516	0.695862516	267	266.789366	0.210634049	6	0.461538462	1.230769231	0	20.62266833	19	0.921316277	28	0.571428571	8.32589E-05	1.484912177	1
4675541	267.0907163	C13H17N2O2Cl	N2O2Cl	CHNOCl	13	17	2	2	0	0	1	268.0979928	267.0905793	0.510989044	0.510989044	267	266.7924805	0.207519535	6	0.153846154	1.307692308	4	20.62291198	18	0.872815634	28	0.607142857	8.11269E-05	1.446887726	1
25450480	267.1059333	C14H20O3S	O3S	CHOS	14	20	3	0	1	0	0	268.1132098	267.1060388	-0.393342074	0.393342074	267	266.8076805	0.192319549	5	0.214285714	1.428571429	2	20.62410117	18	0.872765307	30	0.666666667	0.0004416	7.875877277	8
14809169	267.1603612	C15H24O4	O4	CHO	15	24	4	0	0	0	0	268.1676377	267.1601828	0.665407262	0.665407262	267	266.8620476	0.137952403	4	0.266666667	1.6	0	20.6282661	19	0.921066265	32	0.75	0.000256959	4.582828993	5
4386648	268.1555093	C14H23NO4	NO4	CHNO	14	23	4	1	0	0	0	269.1627857	268.1554318	0.287868133	0.287868133	268	267.8560844	0.143915576	4	0.285714286	1.642857143	0	20.70482371	19	0.917660554	30	0.766666667	7.61142E-05	1.357487219	1
4363847	269.1183809	C17H18O3	O3	CHO	17	18	3	0	0	0	0	270.1256573	269.118318	0.232868229	0.232868229	269	268.8178809	0.182119096	9	0.176470588	1.058823529	6	20.77889188	20	0.962515235	36	0.5	7.57186E-05	1.350431246	1
20047436	269.1218299	C14H22O3S	O3S	CHOS	14	22	3	0	1	0	0	270.1291063	269.1216888	0.522138336	0.522138336	269	268.8213261	0.178673948	4	0.214285714	1.571428571	1	20.77915118	18	0.866252902	30	0.733333333	0.00034785	6.203857281	6
7071363	269.1509219	C13H22N2O4	N2O4	CHNO	13	22	4	2	0	0	0	270.1581983	269.1506808	0.892538214	0.892538214	269	268.8503856	0.149614444	4	0.307692308	1.692307692	0	20.78138132	19	0.914279937	28	0.785714286	0.000122698	2.188296141	2
4728458	269.1548349	C18H22O2	O2	CHO	18	22	2	0	0	0	0	270.1621113	269.1547035	0.48631696	0.48631696	269	268.8542942	0.145705814	8	0.111111111	1.222222222	6	20.78169077	20	0.962385603	38	0.578947368	8.20451E-05	1.463263362	1
22931122	269.1760889	C15H26O4	O4	CHO	15	26	4	0	0	0	0	270.1833653	269.1758329	0.947519746	0.947519746	269	268.8755244	0.124475555	3	0.266666667	1.733333333	-1	20.7833161	19	0.914194824	32	0.8125	0.000397886	7.096239548	7
19783236	270.2076535	C15H29NO3	NO3	CHNO	15	29	3	1	0	0	0	271.2149299	270.2074673	0.686275089	0.686275089	270	269.9059372	0.094062805	2	0.2	1.933333333	-1	20.8626726	19	0.91071745	32	0.90625	0.000343266	6.122098243	6
13767842	271.0613111	C15H12O5	O5	CHO	15	12	5	0	0	0	0	272.0685876	271.061197	0.419401921	0.419401921	271	270.7586417	0.241358333	10	0.333333333	0.8	5	20.92834411	20	0.955641779	32	0.375	0.00023889	4.260581096	4
5768425	271.0978331	C16H16O4	O4	CHO	16	16	4	0	0	0	0	272.1051096	271.0975825	0.920919111	0.920919111	271	270.7951229	0.204877128	9	0.25	1	5	20.931143	20	0.955513992	34	0.470588235	0.00010009	1.785090394	2
6509870	271.1340071	C17H20O3	O3	CHO	17	20	3	0	0	0	0	272.1412836	271.1339681	0.143556449	0.143556449	271	270.8312565	0.168743534	8	0.176470588	1.176470588	5	20.93394188	20	0.955386239	36	0.555555556	0.000112955	2.014537141	2
6423876	271.1451551	C16H20N2O2	N2O2	CHNO	16	20	2	2	0	0	0	272.1524316	271.1452014	-0.170232302	0.170232302	271	270.842392	0.157607986	8	0.125	1.25	6	20.93480599	20	0.955346804	34	0.588235294	0.000111463	1.987925533	2
16659799	271.1551461	C14H24O5	O5	CHO	14	24	5	0	0	0	0	272.1624226	271.1550974	0.17889074	0.17889074	271	270.8523719	0.147628146	3	0.357142857	1.714285714	-2	20.93556722	19	0.907546464	30	0.8	0.00028907	5.155522897	5
7787892	271.1703651	C18H24O2	O2	CHO	18	24	2	0	0	0	0	272.1776416	271.1703536	0.042429666	0.042429666	271	270.8675739	0.132426146	7	0.111111111	1.333333333	5	20.93674077	20	0.95525852	38	0.631578947	0.00013513	2.41003241	2
17544606	271.1916901	C15H28O4	O4	CHO	15	28	4	0	0	0	0	272.1989666	271.1914829	0.761090458	0.761090458	271	270.888875	0.111124966	2	0.266666667	1.866666667	-2	20.93836611	19	0.90742515	32	0.875	0.000304422	5.429334289	5
5096890	271.2066601	C19H28O	O	CHO	19	28	1	0	0	0	0	272.2139365	271.2067391	-0.290105644	0.290105644	271	270.9038283	0.096171687	6	0.052631579	1.473684211	5	20.93953966	20	0.955130835	40	0.7	8.84379E-05	1.577277919	2
5348538	272.1293257	C16H19NO3	NO3	CHNO	16	19	3	1	0	0	0	273.1366022	272.129217	0.398008904	0.398008904	272	271.8254637	0.174536297	8	0.1875	1.1875	5	21.0104995	20	0.951905023	34	0.558823529	9.28043E-05	1.65515263	2
4244412	273.0404184	C14H10O6	O6	CHO	14	10	6	0	0	0	0	274.0476948	273.0404616	-0.15767572	0.15767572	273	272.735539	0.26446098	10	0.428571429	0.714285714	4	21.08059523	20	0.948739814	30	0.333333333	7.36462E-05	1.313471024	1
5952450	273.0437854	C14H11N2O2Cl	N2O2Cl	CHNOCl	14	11	2	2	0	0	1	274.0510618	273.0436292	0.570078223	0.570078223	273	272.7389023	0.261097741	10	0.142857143	0.785714286	8	21.08083889	19	0.901292406	30	0.366666667	0.000103283	1.842038567	2
7037956	273.0767414	C15H14O5	O5	CHO	15	14	5	0	0	0	0	274.0840178	273.0768471	-0.385757202	0.385757202	273	272.7718214	0.228178553	9	0.333333333	0.933333333	4	21.08339412	20	0.948613866	32	0.4375	0.000122118	2.177958048	2
7668746	273.0800264	C15H15N2OCl	N2OCl	CHNOCl	15	15	1	2	0	0	1	274.0873028	273.0800147	0.042728566	0.042728566	273	272.7751028	0.224897222	9	0.066666667	1	8	21.08363778	19	0.901172758	32	0.46875	0.000133063	2.373161621	2
6640716	273.1133544	C16H18O4	O4	CHO	16	18	4	0	0	0	0	274.1206308	273.1132326	0.444150402	0.444150402	273	272.8083936	0.191606449	8	0.25	1.125	4	21.086193	20	0.948487951	34	0.529411765	0.000115225	2.055028599	2
4899938	273.1244874	C15H18N2O3	N2O3	CHNO	15	18	3	2	0	0	0	274.1317638	273.124466	0.077896931	0.077896931	273	272.8195141	0.180485885	8	0.2	1.2	5	21.08705711	20	0.948449084	32	0.5625	8.50205E-05	1.516329372	2
8635540	273.1497113	C17H22O3	O3	CHO	17	22	3	0	0	0	0	274.1569878	273.1496181	0.340066324	0.340066324	273	272.8447099	0.15529006	7	0.176470588	1.294117647	4	21.08899189	20	0.94836207	36	0.611111111	0.000149838	2.672344618	3
24003774	273.1707473	C14H26O5	O5	CHO	14	26	5	0	0	0	0	274.1780238	273.1707475	-5.42E-04	5.42E-04	273	272.8657224	0.134277557	2	0.357142857	1.857142857	-3	21.09061723	19	0.900874536	30	0.866666667	0.000416498	7.428181245	7
13010140	273.1859623	C18H26O2	O2	CHO	18	26	2	0	0	0	0	274.1932388	273.1860036	-0.150578585	0.150578585	273	272.8809204	0.119079552	6	0.111111111	1.444444444	4	21.09179077	20	0.948236222	38	0.684210526	0.000225743	4.026103476	4
7922950	273.2071643	C15H30O4	O4	CHO	15	30	4	0	0	0	0	274.2144408	273.207133	0.114261112	0.114261112	273	272.9020988	0.097901234	1	0.266666667	2	-3	21.09341611	19	0.900754999	32	0.9375	0.000137474	2.451827308	2
4631633	274.140846	C11H21N3O5	N3O5	CHNO	11	21	5	3	0	0	0	275.1481224	274.1408444	0.005876564	0.005876564	274	273.8347379	0.165262149	3	0.454545455	1.909090909	-2	21.16524006	19	0.897698299	24	0.875	8.0365E-05	1.433300005	1
4539210	275.0229646	C13H9N2O3Cl	N2O3Cl	CHNOCl	13	9	3	2	0	0	1	276.0302411	275.0228937	0.256905761	0.256905761	275	274.7158715	0.284128469	10	0.230769231	0.692307692	7	21.23309001	19	0.89482972	28	0.321428571	7.87614E-05	1.404698886	1
5473239	275.0924936	C15H16O5	O5	CHO	15	16	5	0	0	0	0	276.0997701	275.0924972	-0.012915547	0.012915547	275	274.7853229	0.214677132	8	0.333333333	1.066666667	3	21.23844412	20	0.941688566	32	0.5	9.4968E-05	1.693742463	2
4969437	275.0955566	C15H17N2OCl	N2OCl	CHNOCl	15	17	1	2	0	0	1	276.1028331	275.0956647	-0.391610082	0.391610082	275	274.7883824	0.211617554	8	0.066666667	1.133333333	7	21.23868778	19	0.894593875	32	0.53125	8.62264E-05	1.537836455	2
7664673	275.1287126	C16H20O4	O4	CHO	16	20	4	0	0	0	0	276.135989	275.1288827	-0.61594708	0.61594708	275	274.8215014	0.178498588	7	0.25	1.25	3	21.24124301	20	0.941564483	34	0.588235294	0.000132992	2.371901195	2
748737664	275.1686236	C14H28O3S	O3S	CHOS	14	28	3	0	1	0	0	276.1759	275.168639	-0.055990936	0.055990936	275	274.8613678	0.138632169	1	0.214285714	2	-2	21.24430119	18	0.847286048	30	0.933333333	0.012991599	231.703526	232
