abundance	exp_mass	formula	class	group	C	H	O	N	S	P	Cl	neutral_mass	theor_mass	err_ppm	AE_ppm	NM	KM	KMD	DBE	O_C	H_C	DBEO	max_LA	actual_LA	rule_13	max_H	H_test	normalization		round_norm
7613983	151.1128405	C10H16O	O	CHO	10	16	1	0	0	0	0	152.1201169	151.1128387	0.01173731	0.01173731	151	150.9441065	0.055893482	3	0.1	1.6	2	11.70154732	11	0.94004662	22	0.727272727	3.97163E-05	2.375316062	2
8090618	152.0353227	C7H7NO3	NO3	CHNO	7	7	3	1	0	0	0	153.0425992	152.0353166	0.03964654	0.03964654	152	151.8655587	0.134441287	5	0.428571429	1	2	11.77250716	11	0.934380404	16	0.4375	4.22025E-05	2.524010743	3
8388702	152.0717037	C8H11NO2	NO2	CHNO	8	11	2	1	0	0	0	153.0789802	152.0717022	0.010269548	0.010269548	152	151.9018991	0.0981009	4	0.25	1.375	2	11.77530605	11	0.93415831	18	0.611111111	4.37574E-05	2.617003295	3
10306180	153.019337	C7H6O4	O4	CHO	7	6	4	0	0	0	0	154.0266134	153.0193322	0.030826592	0.030826592	153	152.8484742	0.151525782	5	0.571428571	0.857142857	1	11.84820067	11	0.928411014	16	0.375	5.37594E-05	3.21519432	3
21713640	153.055721	C8H10O3	O3	CHO	8	10	3	0	0	0	0	154.0629974	153.0557177	0.021111875	0.021111875	153	152.8848176	0.115182399	4	0.375	1.25	1	11.85099955	11	0.928191749	18	0.555555556	0.000113263	6.773952327	7
16057164	153.092104	C9H14O2	O2	CHO	9	14	2	0	0	0	0	154.0993804	153.0921032	0.004912425	0.004912425	153	152.92116	0.078840015	3	0.222222222	1.555555556	1	11.85379844	11	0.927972587	20	0.7	8.37579E-05	5.009315041	5
7899540	154.0509803	C7H9NO3	NO3	CHNO	7	9	3	1	0	0	0	155.0582567	154.0509667	0.087345081	0.087345081	154	153.8789656	0.121034448	4	0.428571429	1.285714286	1	11.92755717	11	0.922234104	16	0.5625	4.12058E-05	2.464400596	2
4337144	154.0873703	C8H13NO2	NO2	CHNO	8	13	2	1	0	0	0	155.0946467	154.0873522	0.116367787	0.116367787	154	153.9153149	0.084685072	3	0.25	1.625	1	11.93035605	11	0.922017746	18	0.722222222	2.26236E-05	1.353048438	1
11773982	155.0349855	C7H8O4	O4	CHO	7	8	4	0	0	0	0	156.042262	155.0349823	0.020661579	0.020661579	155	154.8618721	0.138127934	4	0.571428571	1.142857143	0	12.00325067	11	0.916418419	16	0.5	6.14158E-05	3.673100999	4
4088893	155.0462335	C6H8N2O3	N2O3	CHNO	6	8	3	2	0	0	0	156.05351	155.0462157	0.114285104	0.114285104	155	154.8731075	0.12689249	4	0.5	1.333333333	1	12.00411478	11	0.916352451	14	0.571428571	2.13286E-05	1.275602168	1
14448769	155.0713745	C8H12O3	O3	CHO	8	12	3	0	0	0	0	156.078651	155.0713678	0.04310983	0.04310983	155	154.8982204	0.101779556	3	0.375	1.5	0	12.00604956	11	0.916204781	18	0.666666667	7.53681E-05	4.5075479	5
5304549	155.1077495	C9H16O2	O2	CHO	9	16	2	0	0	0	0	156.115026	155.1077533	-0.024129869	0.024129869	155	154.9345548	0.065445163	2	0.222222222	1.777777778	0	12.00884844	11	0.915991242	20	0.8	2.76698E-05	1.654847462	2
3575488	156.0302318	C6H7NO4	NO4	CHNO	6	7	4	1	0	0	0	157.0375082	156.0302313	0.003280066	0.003280066	156	155.856007	0.143992968	4	0.666666667	1.166666667	0	12.07980829	11	0.910610478	14	0.5	1.86506E-05	1.115436438	1
4395811	156.0665888	C7H11NO3	NO3	CHNO	7	11	3	1	0	0	0	157.0738652	156.0666168	-0.178135749	0.178135749	156	155.8923234	0.107676555	3	0.428571429	1.571428571	0	12.08260717	11	0.910399539	16	0.6875	2.29296E-05	1.371350642	1
3703274	156.1392378	C9H19NO	NO	CHNO	9	19	1	1	0	0	0	157.1465143	156.1393878	-0.95434262	0.95434262	156	155.9648913	0.035108656	1	0.111111111	2.111111111	0	12.08820494	11	0.909977954	20	0.95	1.93171E-05	1.155301531	1
11431323	157.0506441	C7H10O4	O4	CHO	7	10	4	0	0	0	0	158.0579205	157.0506324	0.07402379	0.07402379	157	156.8752799	0.124720096	3	0.571428571	1.428571429	-1	12.15830068	11	0.904731697	16	0.625	5.96284E-05	3.56620249	4
6361598	157.0870361	C8H14O3	O3	CHO	8	14	3	0	0	0	0	158.0943125	157.0870179	0.115149567	0.115149567	157	156.9116313	0.088368722	2	0.375	1.75	-1	12.16109956	11	0.904523472	18	0.777777778	3.31836E-05	1.98461251	2
3472264	158.9409422	C6H2OCl2	OCl2	CHOCl	6	2	1	0	0	0	2	159.9482187	158.9409942	-0.325218634	0.325218634	159	158.7634673	0.23653266	5	0.166666667	0.333333333	4	12.30371313	9	0.731486496	14	0.142857143	1.81121E-05	1.083233894	1
